00910,,,,,,,,,,
00912,ブラステル,ブラステル,,,,,,,,
00913,ドコモ,,,,,,,,,
00914,,,,,,,,,,
00915,,,,,,ＮＴＴ－ＭＥ,ＮＴＴ－ＭＥ,,,
00916,,,,,,,,,,
00917,,,,,,,,ソフトバンクＢＢ,,
00918,,関西コムネット,,,,,,,,
00919,,ＮＴＴぷらら,ＮＴＴぷらら,,,,,,ソフトバンクＢＢ,
